
"IDCOTIZA","IDCLTE","FECHA","STATUS","VALOR_USD","VALOR_MXP","IDUSRELAB","IDUSRVEND","CDMESS","OV","PO","DESCRIPCION","FECHAOV","ID_SOLICITUD","FECHA_ELABORA_SOLICITUD","FECHA_ASIGNACION_SOLICITUD","IDCONTACTO","id","CANT","PROYECTO","MARCA","MOCELO","SERIE"
"9227-2023","1499","2023-07-23 17:49:10","Ganadas","1009.141636","17000.0000000000","231","357","L5-18","6385-2023","4000216292","Calibración de Máquina o Instrumento medidor de fuerza. Alcance de 10kN a 100kN. Un solo sentido (tracción o compresión).Servicio con Acreditación EMA.","2023-09-19 20:21:30","MESS-SCT-7755-2023","2023-07-19 14:00:38","2023-07-19 15:09:46","-","91952","2","65905","QVI","SPRINTMVP200","RSC2001598"
"9227-2023","1499","2023-07-23 17:49:10","Ganadas","1469.733468","24759.1300000000","231","357","S3-100","6385-2023","4000216292","Calibración de Equipo de Visión. Servicio con Acreditación EMA.","2023-09-19 20:21:30","MESS-SCT-7755-2023","2023-07-19 14:00:38","2023-07-19 15:09:46","-","91952","1","65905","Atlas Copco","4230 3011 80","9384161"
"9229-2023","228","2023-07-23 20:58:23","Ganadas","65.297400","1100.0000000000","231","10","L6-24","4940-2023","22584","Calibración de Torquímetro. Alcance de 0,2 Nm a 1500 Nm. Sentido Horario y Contra Horario. Servicio con Acreditación EMA.","2023-07-25 16:32:25","MESS-SCT-7808-2023","2023-07-20 13:16:52","2023-07-20 16:12:05","-","91954","1","65960","Snap-On","QD3RN350A","0218121515"
"9229-2023","228","2023-07-23 20:58:23","Ganadas","65.297400","1100.0000000000","231","10","L6-24","4940-2023","22584","Calibración de Torquímetro. Alcance de 0,2 Nm a 1500 Nm. Sentido Horario y Contra Horario. Servicio con Acreditación EMA.","2023-07-25 16:32:25","MESS-SCT-7808-2023","2023-07-20 13:16:52","2023-07-20 16:12:05","-","91954","1","65960","Mountz","TT 500","7FS000005"
"9230-2023","1242","2023-07-23 21:08:52","Canceladas","296.806364","5000.0000000000","231","241","S9-13","SIN OV","SIN PO","Calibración de Herramienta Dinámica. Alcance de 0,2 Nm a 400 Nm. Sentido Horario y Contra Horario. Acreditación EMA.","","MESS-SCT-7821-2023","2023-07-20 15:37:42","2023-07-20 16:11:00","-","91955","1","65973","Aimco","AEP4T12022B","401403"
"9231-2023","1242","2023-07-23 21:19:05","Canceladas","267.125727","4500.0000000000","231","241","L6-25","SIN OV","SIN PO","Calibración de Transductor de Par Torsional. Alcance de 0,2 Nm a 2400 Nm. Sentido Horario y Contra Horario. Acreditación EMA.","","MESS-SCT-7823-2023","2023-07-20 15:43:51","2023-07-20 16:10:40","-","91956","1","65975","Aimco","ARTIS-38S-75TA","99446"
"9232-2023","5322","2023-07-24 06:57:45","Ganadas","75.000000","1263.4500000000","175","44","L1-88","7211-2023","24489","Medición de fixtures","2023-10-20 08:56:46","MESS-SCT-7562-2023","2023-07-14 17:35:17","2023-07-21 09:08:23","-","91957","1","65715","Sin referencia","Sin referencia","Sin referencia"
"9233-2023","1003","2023-07-24 08:12:52","Ganadas","1200.000000","20327.1600000000","318","171","S3-64","5398-2023","107PO023080045","Calibración de Comparador Óptico. Servicio con Acreditación EMA.","2023-08-14 09:34:04","MESS-SCT-7813-2023","2023-07-20 14:01:18","2023-07-20 16:11:46","-","91958","1","65687","-","VMS-2515G","VFH50094"
"7201-2023","1834","2023-06-09 11:01:27","Ganadas","39.780567","692.5200000000","125","363","P29-623","4879-2023","1846","CarbiMet PSA, 1000 [P2500], 8in","2023-07-24 09:40:31","MESS-CT-7201-2023","2023-07-24 08:23:06","2023-07-24 08:23:06","-","89724","1","0","-","-","-"
"7201-2023","1834","2023-06-09 11:01:27","Ganadas","39.780567","692.5200000000","125","363","P29-611","4879-2023","1846","CarbiMet PSA, 80 [P80], 8in","2023-07-24 09:40:31","MESS-CT-7201-2023","2023-07-24 08:23:06","2023-07-24 08:23:06","-","89724","1","0","-","-","-"
"9215-2023","70","2023-07-21 17:18:55","Ganadas","2125.000000","35797.7500000000","68","363","S2-212","5083-2023","5890790294","Soporte tecnico","2023-08-01 11:12:44","MESS-SCT-7889-2023","2023-07-21 17:11:43","2023-07-24 08:24:47","-","91940","25","66040","B&S","XCEL","0200-2303"
"8784-2023","1941","2023-07-13 15:56:25","Canceladas","80.101105","1350.0000000000","346","330","L2-82","SIN OV","SIN PO","Calibración de calibrador (digital, vernier o carátula) hasta 152.4 mm. Servicio con acreditación ema. Incertidumbre mínima declara U = ± (10 + 0.007*L), L en mm.","","MESS-SCT-7426-2023","2023-07-12 15:49:09","2023-07-13 08:56:52","-","91457","3","65564","Sylvac","810-1702-10","24796"
"8784-2023","1941","2023-07-13 15:56:25","Canceladas","124.601720","2100.0000000000","346","330","L2-93","SIN OV","SIN PO","Calibración de micrómetro exteriores mayor a 25.4 mm hasta 203.2 mm. Servicio con acreditación ema. Incertidumbre mínima declarada U = ± (0.85 + 0.016*L), L en mm.","","MESS-SCT-7426-2023","2023-07-12 15:49:09","2023-07-13 08:56:52","-","91457","3","65564","Sylvac","810-1702-10","24829"
"8784-2023","1941","2023-07-13 15:56:25","Canceladas","623.008598","10500.0000000000","346","330","Sin registro","SIN OV","SIN PO","Viáticos","","MESS-SCT-7426-2023","2023-07-12 15:49:09","2023-07-13 08:56:52","-","91457","1","65564","Sylvac","810-1702-10","24794"
"9234-2023","70","2023-07-24 08:30:24","Ganadas","850.000000","14398.4050000000","68","256","S2-212","4897-2023","5890780065","Soporte tecnico","2023-07-24 13:34:05","MESS-CT-9234-2023","2023-07-24 08:30:24","2023-07-24 08:30:24","-","91959","10","66040","-","-","-"
"9235-2023","2962","2023-07-24 08:47:06","Canceladas","330.000059","5589.9700000000","318","171","S5-106","SIN OV","SIN PO","Revisión y Diagnóstico","","MESS-SCT-7841-2023","2023-07-21 06:10:49","2023-07-21 09:12:58","-","91960","1","65679","-","-","-"
"9235-2023","2962","2023-07-24 08:47:06","Canceladas","408.222300","6915.0000000000","318","171","S5-157","SIN OV","SIN PO","Calibracion de Rugosimetro portatil marca: Mitutoyo, modelo: SJ-201. Acreditacion EMA","","MESS-SCT-7841-2023","2023-07-21 06:10:49","2023-07-21 09:12:58","-","91960","1","65679","Mitutoyo","SJ-201","010794"
"8612-2023","84","2023-07-10 18:49:40","Ganadas","321.614857","5500.0000000000","231","399","S8-7","4874-2023","LS0002511","Calibración de Máquina o Instrumento medidor de fuerza. Alcance de 100kN a 890kN. Un solo sentido (tracción o compresión).Servicio con Acreditación EMA.","2023-07-24 08:56:48","MESS-SCT-7287-2023","2023-07-10 11:39:14","2023-07-10 11:41:54","-","91274","1","65423","Shimadzu","UH-500KNX","I240556J0111"
"8612-2023","84","2023-07-10 18:49:40","Ganadas","146.188572","2500.0000000000","231","399","Sin registro","4874-2023","LS0002511","Viáticos","2023-07-24 08:56:48","MESS-SCT-7287-2023","2023-07-10 11:39:14","2023-07-10 11:41:54","-","91274","1","65423","-","-","-"
"9112-2023-1","422","2023-07-20 13:50:01","Ganadas","265.654425","4500.0000000000","231","292","S8-4","4876-2023","5500005559 (partida 00030 de esta OC)","Calibración de Máquina o Instrumento medidor de fuerza. Alcance de 1kN a 10kN. Dos sentidos (tracción y compresión). Servicio con Acreditación EMA.","2023-07-24 09:17:04","MESS-CT-9112-2023-1","2023-07-24 09:14:05","2023-07-24 09:14:05","-","91962","1","65872","Honeywell","75A","1451910"
"9112-2023-1","422","2023-07-20 13:50:01","Ganadas","265.654425","4500.0000000000","231","292","S8-4","4876-2023","5500005559 (partida 00030 de esta OC)","Calibración de Máquina o Instrumento medidor de fuerza. Alcance de 1kN a 10kN. Dos sentidos (tracción y compresión). Servicio con Acreditación EMA.","2023-07-24 09:17:04","MESS-CT-9112-2023-1","2023-07-24 09:14:05","2023-07-24 09:14:05","-","91962","1","65872","Imada","DST-44A","444150"
"9112-2023-1","422","2023-07-20 13:50:01","Ganadas","59.034317","1000.0000000000","231","292","Sin registro","4876-2023","5500005559 (partida 00030 de esta OC)","Viáticos","2023-07-24 09:17:04","MESS-CT-9112-2023-1","2023-07-24 09:14:05","2023-07-24 09:14:05","-","91962","1","65872","-","-","-"
"9237-2023","396","2023-07-24 09:40:42","Ganadas","700.000000","11857.5100000000","318","292","S5-20","5098-2023","5300377845","Calibración de Perfilómetro Contracer CV-3100. Servicio con Acreditación EMA.","2023-08-01 17:39:26","MESS-SCT-7875-2023","2023-07-21 13:30:54","2023-07-21 13:31:13","-","91964","1","66024","Mitutoyo","CV-3100","500102"
"9237-2023","396","2023-07-24 09:40:42","Ganadas","80.000000","1355.1440000000","318","292","Sin registro","5098-2023","5300377845","Viáticos","2023-08-01 17:39:26","MESS-SCT-7875-2023","2023-07-21 13:30:54","2023-07-21 13:31:13","-","91964","1","66024","-","-","-"
"5346-2023","2692","2023-04-27 13:33:42","Canceladas","9600.000000","173788.8000000000","175","151","L1-89","SIN OV","SIN PO","Medición de piezas","","MESS-SCT-4467-2023","2023-04-27 13:26:19","2023-04-27 13:29:20","-","87702","1","62563","Sin referencia","Sin referencias","Sin referencia"
"5346-2023","2692","2023-04-27 13:33:42","Canceladas","9600.000000","173788.8000000000","175","151","L1-89","SIN OV","SIN PO","Medición de piezas","","MESS-SCT-4467-2023","2023-04-27 13:26:19","2023-04-27 13:29:20","-","87702","1","62563","Sin referencia","Sin referencia","Sin referencia"
"9238-2023","4626","2023-07-24 09:56:23","Canceladas","295.171583","5000.0000000000","318","151","S3-299","SIN OV","SIN PO","Calibración de microscopio. Servicio realizado con acreditamiento A2LA","","MESS-SCT-7879-2023","2023-07-21 13:40:42","2023-07-21 13:40:58","-","91965","1","66028","KEYENCE","VHX-500",""
"9238-2023","4626","2023-07-24 09:56:23","Canceladas","120.000236","2032.7200000000","318","151","Sin registro","SIN OV","SIN PO","Viáticos","","MESS-SCT-7879-2023","2023-07-21 13:40:42","2023-07-21 13:40:58","-","91965","1","66028","-","-","-"
"9112-2023-2","422","2023-07-20 13:50:01","Ganadas","206.620108","3500.0000000000","409","292","L5-15","4880-2023","5500005025","Calibración de Máquina o Instrumento medidor de fuerza. Alcance de 0,2N a 1000N. Dos sentidos (tracción y compresión). Servicio con Acreditación EMA.","2023-07-24 10:08:18","MESS-CT-9112-2023-2","2023-07-24 10:00:40","2023-07-24 10:00:40","-","91966","1","0","-","-","-"
"9196-2023","468","2023-07-21 14:05:39","Ganadas","180.000000","3032.2800000000","231","364","S9-12","5025-2023","POE-0085269173","Calibración de Transductor de Par Torsional. Alcance de 0,2 Nm a 2400 Nm. Sentido Horario y Contra Horario. Acreditación EMA.","2023-07-28 11:01:36","MESS-SCT-7803-2023","2023-07-20 12:18:49","2023-07-20 12:41:46","-","91920","1","65951","BOSCH","25 Nm","3X42170320"
"9196-2023","468","2023-07-21 14:05:39","Ganadas","300.000000","5053.8000000000","231","364","S8-6","5025-2023","POE-0085269173","Calibración de Máquina o Instrumento medidor de fuerza. Alcance de 10kN a 100kN. Dos sentidos (tracción y compresión). Servicio con Acreditación EMA.","2023-07-28 11:01:36","MESS-SCT-7803-2023","2023-07-20 12:18:49","2023-07-20 12:41:46","-","91920","1","65951","FMZ","FDZ","0655"
"9196-2023","468","2023-07-21 14:05:39","Ganadas","265.000000","4464.1900000000","231","364","S8-4","5025-2023","POE-0085269173","Calibración de Máquina o Instrumento medidor de fuerza. Alcance de 1kN a 10kN. Dos sentidos (tracción y compresión). Servicio con Acreditación EMA.","2023-07-28 11:01:36","MESS-SCT-7803-2023","2023-07-20 12:18:49","2023-07-20 12:41:46","-","91920","1","65951","FMZ","FDZ","1407"
"9196-2023","468","2023-07-21 14:05:39","Ganadas","300.000000","5053.8000000000","231","364","S8-6","5025-2023","POE-0085269173","Calibración de Máquina o Instrumento medidor de fuerza. Alcance de 10kN a 100kN. Dos sentidos (tracción y compresión). Servicio con Acreditación EMA.","2023-07-28 11:01:36","MESS-SCT-7803-2023","2023-07-20 12:18:49","2023-07-20 12:41:46","-","91920","1","65951","FMZ","FDZ","1118"
"3158-2023","1057","2023-03-07 17:42:07","Ganadas","1100.000000","19813.4200000000","366","44","S5-3","6008-2023","4300243307","Calibración de CMM B-504 Manual. Servicio con Acreditación EMA.","2023-09-05 08:19:27","MESS-SCT-2624-2023","2023-03-07 14:09:43","2023-03-07 14:32:45","-","85304","1","60718","Mitutoyo","B504B","811006"
"3158-2023","1057","2023-03-07 17:42:07","Ganadas","1100.000000","19813.4200000000","366","44","S5-4","6008-2023","4300243307","Calibración de CMM B-231 Manual. Servicio con Acreditación EMA.","2023-09-05 08:19:27","MESS-SCT-2624-2023","2023-03-07 14:09:43","2023-03-07 14:32:45","-","85304","1","60718","Mitutoyo","B504B","811006"
"7687-2023","2394","2023-06-20 17:30:20","Ganadas","1625.520000","27787.4516400000","295","368","P1-1725","5121-2023","MTM889982","Mono slide plate Dia.=70mm","2023-08-02 13:34:05","MESS-SCT-6492-2023","2023-06-20 14:16:28","2023-06-20 15:14:29","-","90254","4","64618","-","-","-"
"5045-2023","3627","2023-04-20 18:06:02","Ganadas","882.000000","15915.5136000000","184","184","P1-1725","4908-2023","JO240723","Mono slide plate Dia.=70mm","2023-07-24 19:06:02","MESS-CT-5045-2023","2023-07-24 11:09:50","2023-07-24 11:09:50","-","87380","2","62326","-","-","-"
"9241-2023","6311","2023-07-24 11:28:13","Ganadas","1180.686333","20000.0000000000","271","392","S11-61","5208-2023","INT-GM001","Caracterización de Horno Prueba TUS en 1 punto de Temperatura contralada con 6 sensores. (-50 °C a 300 °C) Acreditacion PJLA","2023-08-04 16:10:50","MESS-SCT-7860-2023","2023-07-21 11:12:08","2023-07-21 15:57:41","-","91969","1","65891","Sin referencia","LEDVANCE","2150MT188651"
"9242-2023","1946","2023-07-24 11:42:18","Ganadas","675.000148","11434.0300000000","175","319","L1-89","4922-2023","2430","Medición de piezas","2023-07-25 10:17:41","MESS-SCT-7903-2023","2023-07-24 10:32:52","2023-07-24 11:19:55","-","91970","1","66053","Sin referencia","",""
"9242-2023","1946","2023-07-24 11:42:18","Ganadas","675.000148","11434.0300000000","175","319","L1-89","4922-2023","2430","Medición de piezas","2023-07-25 10:17:41","MESS-SCT-7903-2023","2023-07-24 10:32:52","2023-07-24 11:19:55","-","91970","1","66053","Sin referencia","sin referencia","T2260388-D-0001"
"4076-2023","5894","2023-03-29 11:35:27","Canceladas","733.606176","13390.0000000000","346","239","L2-122","SIN OV","SIN PO","Calibración de bloque patrón longitudinal acero, cerámica o carburo de tungsteno de 0.5 mm hasta 100 mm. Grado 0, 1, y 2. Precio por pieza. Servicio con acreditación ema. Tiempo de calibración: 7 a 9 días hábiles despúes de su ingreso.","","MESS-SCT-3408-2023","2023-03-28 18:14:42","2023-03-29 08:00:22","-","86320","103","61515","Mitutoyo","516-942-10","1404998"
"4076-2023","5894","2023-03-29 11:35:27","Canceladas","739.632813","13500.0000000000","346","239","S11-44","SIN OV","SIN PO","Calibración de horno de pozo seco o baño liquido de temperatura controlada (-45 °C a 700 °C) Servicio ofertado con Acreditación PJLA","","MESS-SCT-3408-2023","2023-03-28 18:14:42","2023-03-29 08:00:22","-","86320","1","61515","RKC","REX-C100",""
"8650-2023-1","2582","2023-07-11 15:46:28","Ganadas","23.613727","400.0000000000","227","151","L2-20","4884-2023","7714985","Calibración de indicador de palanca (pestaña o control) de 0 mm a 2.032 mm. Resolución hasta 0.001 mm. Servicio con acreditación ema. Incertidumbre mínima declarada U = ± (0.64 + 0.063*L), L en mm","2023-07-24 11:48:06","MESS-CT-8650-2023-1","2023-07-24 11:47:34","2023-07-24 11:47:34","-","91971","1","0","Mitutoyo","ID-C112GEXB","18333977"
"8650-2023-1","2582","2023-07-11 15:46:28","Ganadas","23.613727","400.0000000000","227","151","L2-20","4884-2023","7714985","Calibración de indicador de palanca (pestaña o control) de 0 mm a 2.032 mm. Resolución hasta 0.001 mm. Servicio con acreditación ema. Incertidumbre mínima declarada U = ± (0.64 + 0.063*L), L en mm","2023-07-24 11:48:06","MESS-CT-8650-2023-1","2023-07-24 11:47:34","2023-07-24 11:47:34","-","91971","1","0","Defelsko","UTG","Sin referencia"
"8650-2023-1","2582","2023-07-11 15:46:28","Ganadas","23.613727","400.0000000000","227","151","L2-20","4884-2023","7714985","Calibración de indicador de palanca (pestaña o control) de 0 mm a 2.032 mm. Resolución hasta 0.001 mm. Servicio con acreditación ema. Incertidumbre mínima declarada U = ± (0.64 + 0.063*L), L en mm","2023-07-24 11:48:06","MESS-CT-8650-2023-1","2023-07-24 11:47:34","2023-07-24 11:47:34","-","91971","1","0","Mitutoyo","ID-S112EXB","22062942"
"8650-2023-1","2582","2023-07-11 15:46:28","Ganadas","23.613727","400.0000000000","227","151","L2-20","4884-2023","7714985","Calibración de indicador de palanca (pestaña o control) de 0 mm a 2.032 mm. Resolución hasta 0.001 mm. Servicio con acreditación ema. Incertidumbre mínima declarada U = ± (0.64 + 0.063*L), L en mm","2023-07-24 11:48:06","MESS-CT-8650-2023-1","2023-07-24 11:47:34","2023-07-24 11:47:34","-","91971","1","0","Mitutoyo","ID-C112AMX2","23064776"
"8650-2023-1","2582","2023-07-11 15:46:28","Ganadas","141.682360","2400.0000000000","227","151","L15-1","4884-2023","7714985","Calibración/Medición de Equipo por Contratación Externa (Calibración/Medición de Equipo por Contratación Externa)","2023-07-24 11:48:06","MESS-CT-8650-2023-1","2023-07-24 11:47:34","2023-07-24 11:47:34","-","91971","1","0","Mahr","2032653","2040326"
"8650-2023-1","2582","2023-07-11 15:46:28","Ganadas","141.682360","2400.0000000000","227","151","L15-1","4884-2023","7714985","Calibración/Medición de Equipo por Contratación Externa (Calibración/Medición de Equipo por Contratación Externa)","2023-07-24 11:48:06","MESS-CT-8650-2023-1","2023-07-24 11:47:34","2023-07-24 11:47:34","-","91971","1","0","Mitutoyo","","0.001 mm"
"8650-2023-1","2582","2023-07-11 15:46:28","Ganadas","212.523540","3600.0000000000","227","151","L2-12","4884-2023","7714985","Calibración de indicador de vástago recto de 0 mm a 12.7 mm (carátula o digital). Resolución hasta 0.001 mm. Servicio con acreditación ema. Incertidumbre mínima declarada U = ± (1.1 + 0.0020*L), L en mm","2023-07-24 11:48:06","MESS-CT-8650-2023-1","2023-07-24 11:47:34","2023-07-24 11:47:34","-","91971","9","0","Mitutoyo","ID-C112GEXB","18275153"
"8650-2023-1","2582","2023-07-11 15:46:28","Ganadas","212.523540","3600.0000000000","227","151","L2-12","4884-2023","7714985","Calibración de indicador de vástago recto de 0 mm a 12.7 mm (carátula o digital). Resolución hasta 0.001 mm. Servicio con acreditación ema. Incertidumbre mínima declarada U = ± (1.1 + 0.0020*L), L en mm","2023-07-24 11:48:06","MESS-CT-8650-2023-1","2023-07-24 11:47:34","2023-07-24 11:47:34","-","91971","9","0","ATAGO","POCKET","S715695"
"8650-2023-1","2582","2023-07-11 15:46:28","Ganadas","212.523540","3600.0000000000","227","151","L2-12","4884-2023","7714985","Calibración de indicador de vástago recto de 0 mm a 12.7 mm (carátula o digital). Resolución hasta 0.001 mm. Servicio con acreditación ema. Incertidumbre mínima declarada U = ± (1.1 + 0.0020*L), L en mm","2023-07-24 11:48:06","MESS-CT-8650-2023-1","2023-07-24 11:47:34","2023-07-24 11:47:34","-","91971","9","0","Mitutoyo","ID-S112EXB","19121690"
"8650-2023-1","2582","2023-07-11 15:46:28","Ganadas","212.523540","3600.0000000000","227","151","L2-12","4884-2023","7714985","Calibración de indicador de vástago recto de 0 mm a 12.7 mm (carátula o digital). Resolución hasta 0.001 mm. Servicio con acreditación ema. Incertidumbre mínima declarada U = ± (1.1 + 0.0020*L), L en mm","2023-07-24 11:48:06","MESS-CT-8650-2023-1","2023-07-24 11:47:34","2023-07-24 11:47:34","-","91971","9","0","ATAGO","POCKET","S715655"
"8650-2023-1","2582","2023-07-11 15:46:28","Ganadas","212.523540","3600.0000000000","227","151","L2-12","4884-2023","7714985","Calibración de indicador de vástago recto de 0 mm a 12.7 mm (carátula o digital). Resolución hasta 0.001 mm. Servicio con acreditación ema. Incertidumbre mínima declarada U = ± (1.1 + 0.0020*L), L en mm","2023-07-24 11:48:06","MESS-CT-8650-2023-1","2023-07-24 11:47:34","2023-07-24 11:47:34","-","91971","9","0","Mitutoyo","ID-C112AMX2","23064744"
"9243-2023","4159","2023-07-24 12:03:35","Canceladas","2880.000000","48785.1840000000","376","241","G1-34","SIN OV","SIN PO","Software de Medición (Plataforma PC Dmis- Básico). Equipos compatibles (CMM, AACMM). Duración: 24 horas (3 sesiones). Cupo máximo por evento: 5 participantes. Modalidad única: Instalaciones del cliente.","","MESS-SCT-7811-2023","2023-07-20 13:35:21","2023-07-20 15:06:02","-","91972","1","65962","-","-","-"
"9243-2023","4159","2023-07-24 12:03:35","Canceladas","750.000000","12704.4750000000","376","241","Sin registro","SIN OV","SIN PO","Viáticos","","MESS-SCT-7811-2023","2023-07-20 13:35:21","2023-07-20 15:06:02","-","91972","3","65962","-","-","-"
"8389-2023","2708","2023-07-05 17:46:56","Ganadas","800.000000","13620.8000000000","318","404","S3-100","4537-2023","200806682","Calibración de Equipo de Visión. Servicio con Acreditación EMA.","2023-07-10 10:50:38","MESS-SCT-6971-2023","2023-07-03 11:45:20","2023-07-03 12:13:38","-","91040","1","65092","KEYENCE","IM-8030T","6C0M000180"
"9244-2023","803","2023-07-24 12:10:49","Ganadas","1500.000000","25408.9500000000","120","229","S2-74","6358-2023","2302682","Calibración de CMM Hexagon, Modelo OPTIV, Automática, Opción básico, Acreditación EMA.","2023-09-19 11:13:01","MESS-CT-9244-2023","2023-07-24 12:10:49","2023-07-24 12:10:49","-","91973","1","66092","B&S","GLOBAL PERFORMANCE","0713-1148"
"9244-2023","803","2023-07-24 12:10:49","Ganadas","1500.000000","25408.9500000000","120","229","S2-74","6358-2023","2302682","Calibración de CMM Hexagon, Modelo OPTIV, Automática, Opción básico, Acreditación EMA.","2023-09-19 11:13:01","MESS-CT-9244-2023","2023-07-24 12:10:49","2023-07-24 12:10:49","-","91973","1","66092","Hexagon","OPTIV CLASSIC","170702602GC"
"9244-2023","803","2023-07-24 12:10:49","Ganadas","1500.000000","25408.9500000000","120","229","S2-6","6358-2023","2302682","Calibración de CMM Global 5-7-5 Automática, Opción extendido, servicio con acreditación EMA.","2023-09-19 11:13:01","MESS-CT-9244-2023","2023-07-24 12:10:49","2023-07-24 12:10:49","-","91973","1","66092","-","-","-"
"9245-2023","586","2023-07-24 12:27:53","Canceladas","2500.000000","42348.2500000000","120","151","S2-57","SIN OV","SIN PO","Calibración de CMM, Opción extendido, Servicio con acreditación A2LA.","","MESS-CT-9245-2023","2023-07-24 12:27:53","2023-07-24 12:27:53","-","91974","1","0","-","-","-"
"9245-2023","586","2023-07-24 12:27:53","Canceladas","240.000000","4065.4320000000","120","151","Sin registro","SIN OV","SIN PO","Viáticos","","MESS-CT-9245-2023","2023-07-24 12:27:53","2023-07-24 12:27:53","-","91974","2","0","-","-","-"
"9245-2023","586","2023-07-24 12:27:53","Canceladas","0.000000","0.0000000000","120","151","S2-114","SIN OV","SIN PO","Servicio de Mantenimiento Preventivo","","MESS-CT-9245-2023","2023-07-24 12:27:53","2023-07-24 12:27:53","-","91974","1","0","-","-","-"
"9246-2023","30","2023-07-24 12:30:04","Ganadas","3290.000000","55730.2970000000","14","151","P2-232","4984-2023","655042","LP2 probe assembly","2023-07-27 09:24:34","MESS-CT-9246-2023","2023-07-24 12:30:04","2023-07-24 12:30:04","-","91975","1","0","-","-","-"
"9247-2023","656","2023-07-24 12:30:09","Canceladas","59.034317","1000.0000000000","346","30","L9-42","SIN OV","SIN PO","Calibración de manómetro (PRESSURE GAUGE) (0 - 5000) psi. Con Acreditación PJLA.","","MESS-SCT-7891-2023","2023-07-21 17:33:12","2023-07-24 08:44:35","-","91976","1","66043","DWYER","477AV","00Q8FE"
"9247-2023","656","2023-07-24 12:30:09","Canceladas","88.551475","1500.0000000000","346","30","L2-31","SIN OV","SIN PO","Calibración de anillo recto y roscado, rosca interna con paso desde 0.3. Diámetro interior mayor de 50 mm hasta 150 mm. Metricas 60 ° y unificadas. Característica metrologica a dimensionar: diámetro de paso. Servicio con acreditación ema. Incertidumbre mínima declarada U = ± (1.3 + 0.0016 * L), L en mm.","","MESS-SCT-7891-2023","2023-07-21 17:33:12","2023-07-24 08:44:35","-","91976","2","66043","Vermont Gage","VTG","2810616/2810616"
"9247-2023","656","2023-07-24 12:30:09","Canceladas","41.324022","700.0000000000","346","30","L2-29","SIN OV","SIN PO","Calibración perno patrón recto y roscado (PASA /NO PASA). Diámetro exterior hasta 100 mm. Metricas 60 ° y unificadas. Característica metrologica a dimensionar: diámetro de paso. Servicio con acreditación ema. Incertidumbre mínima declarada U = ± (1.3 + 0.0016 * L), L en mm.","","MESS-SCT-7891-2023","2023-07-21 17:33:12","2023-07-24 08:44:35","-","91976","1","66043","Vermont Gage","VTG","N/A"
"9247-2023","656","2023-07-24 12:30:09","Canceladas","472.274533","8000.0000000000","346","30","L2-114","SIN OV","SIN PO","Calibración de anillo recto y roscado ajustable, rosca interna con paso desde 0.3. Diámetro interior de 3 mm hasta 100 mm. Metricas 60 ° y unificadas. Característica metrologica a dimensionar: diámetro de paso. Servicio con acreditación ema. Incertidumbre mínima declarada U = ± (1.3 + 0.0016 * L), L en mm. Incluye el ajuste.","","MESS-SCT-7891-2023","2023-07-21 17:33:12","2023-07-24 08:44:35","-","91976","8","66043","Vermont Gage","","1500808"
"9247-2023","656","2023-07-24 12:30:09","Canceladas","82.648043","1400.0000000000","346","30","Sin registro","SIN OV","SIN PO","Mensajeria","","MESS-SCT-7891-2023","2023-07-21 17:33:12","2023-07-24 08:44:35","-","91976","1","66043","Vermont Gage","#4-40 UNC-2A","2237555"
"9248-2023","614","2023-07-24 12:39:59","Ganadas","0.000000","0.0000000000","175","29","L1-89","4890-2023","Servicio interno","Medición de piezas","2023-07-24 12:43:32","MESS-SCT-7915-2023","2023-07-24 12:28:45","2023-07-24 12:39:19","-","91977","1","66065","NEWAGE","8110-19 C","172034"
"8300-2023","159","2023-07-04 17:49:30","Ganadas","2019.739967","34440.0000000000","14","241","P7-2","6220-2023","123913","60mm 60° 2uM Recess PGI Stylus","2023-09-13 08:15:19","MESS-SCT-6793-2023","2023-06-28 09:51:29","2023-06-28 10:22:23","-","90945","2","64920","-","-","-"
"9249-2023","572","2023-07-24 12:58:32","Canceladas","177.102950","3000.0000000000","231","159","L5-5","SIN OV","SIN PO","Revisión y diagnóstico","","MESS-SCT-7816-2023","2023-07-20 14:51:55","2023-07-20 16:11:37","-","91978","1","65967","-","-","-"
"9250-2023","52","2023-07-24 13:09:09","Canceladas","1600.000000","27102.8800000000","120","212","S2-33","SIN OV","SIN PO","Calibración de CMM Mistral 7-10-7  Automática, opción extendido. Servicio con acreditación EMA.","","MESS-CT-9250-2023","2023-07-24 13:09:08","2023-07-24 13:09:08","-","91979","1","0","-","-","-"
"9252-2023","6071","2023-07-24 13:32:59","Ganadas","600.000000","10163.5800000000","184","319","S1-19","6118-2023","100022426","Revisión y Diagnóstico de CMM","2023-09-08 11:08:56","MESS-SCT-7677-2023","2023-07-18 12:48:58","2023-07-18 12:49:09","-","91981","1","65827","-","-","-"
"9252-2023","6071","2023-07-24 13:32:59","Ganadas","200.000000","3387.8600000000","184","319","Sin registro","6118-2023","100022426","Viáticos Zona C","2023-09-08 11:08:56","MESS-SCT-7677-2023","2023-07-18 12:48:58","2023-07-18 12:49:09","-","91981","1","65827","-","-","-"
